Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
VEGAN BENTO,ALMOCO,12/10/2021,2,"28,00","56,00",BENTO,"6,02"
MAIONESE GOSHUJANG,ALMOCO,18/04/2023,1,"5,00","5,00",ADICIONAIS,"1,2"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,16/04/2023,1,"32,00","32,00",ESPECIAL/COMBO,"9,68"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,04/06/2021,4,"25,00","100,00",PARA COMPARTILHAR,"7,31"
COMBO MINIBURG FRITAS CHA,ALL DAY,15/09/2022,1,"30,00","30,00",ESPECIAL/COMBO,"10,68"
TOAST TERIYAKI,ALL DAY,26/11/2021,3,"19,00","57,00",LANCHES,"3,44"
KATSU SANDO,ALL DAY,02/11/2022,3,"32,00","96,00",LANCHES,"5,5"
CHICKENKATSU SANDO,ALL DAY,23/04/2021,5,"24,00","120,00",LANCHES,"5,29"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,30/09/2022,14,"33,00","462,00",PARA COMPARTILHAR,"5,47"
CHICKEN KATSU DONBURI,ALMOCO,01/07/2021,1,"28,00","28,00",DONBURI,"5,24"
TONKATSU BENTO,ALMOCO,11/11/2021,1,"30,00","30,00",BENTO,"5,53"
BURGUER BENTO,ALMOCO,20/11/2022,1,"32,00","32,00",BENTO,"8,84"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,07/06/2022,5,"32,00","160,00",PARA COMPARTILHAR,"5,65"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,18/04/2023,1,"32,00","32,00",PARA COMPARTILHAR,"5,65"
CHICKENKATSU BENTO,ALMOCO,24/11/2022,1,"32,00","32,00",BENTO,"5,24"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,14/09/2021,2,"15,00","30,00",PARA COMPARTILHAR,"3,31"
VEGGIE SANDO,ALL DAY,20/03/2022,1,"27,00","27,00",LANCHES,"6,21"
BURGUER DONBURI,ALMOCO,22/05/2022,5,"32,00","160,00",DONBURI,"8,84"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,24/07/2021,13,"23,00","299,00",PARA COMPARTILHAR,"7,49"
MAIONESE EXTRA,ALMOCO,26/05/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
GOHAN EXTRA,ALMOCO,12/10/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
BAURU,ALL DAY,20/01/2021,4,"13,00","52,00",LANCHES,"6,98"
ALMOCO EXECUTIVO,ALMOCO,04/02/2021,1,"28,00","28,00",DONBURI,"5,48"
TEMPURA,PARA COMPARTILHAR,15/03/2023,2,"28,00","56,00",PARA COMPARTILHAR,"5,79"
DANGO,SOBREMESA,01/03/2023,5,"9,00","45,00",SOBREMESA,"1,56"
DONBURI IFOOD,ALMOCO,07/08/2022,3,"34,00","102,00",DONBURI,"6,2"
VEGAN BENTO,ALMOCO,13/08/2022,2,"30,00","60,00",BENTO,"6,02"
GELATINA DE CAFE,SOBREMESA,08/08/2021,3,"16,00","48,00",SOBREMESA,"3,08"
GELATINA DE CAFE,SOBREMESA,19/03/2023,1,"16,00","16,00",SOBREMESA,"3,08"
VEG BURGUER DONBURI,ALMOCO,17/05/2022,1,"32,00","32,00",DONBURI,"5,03"
QUEIJO EXTRA,ALL DAY,22/01/2022,3,"2,00","6,00",ADICIONAIS,"1,17"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,30/08/2022,2,"32,00","64,00",PARA COMPARTILHAR,"7,49"
DONBURI IFOOD,ALMOCO,22/11/2022,2,"34,00","68,00",DONBURI,"6,2"
BAURU,ALL DAY,08/01/2023,5,"22,00","110,00",LANCHES,"6,98"
BAURU,ALL DAY,01/05/2022,1,"17,00","17,00",LANCHES,"6,98"
COMBO SANDO FRITAS CHA,ALL DAY,13/09/2022,9,"28,00","252,00",ESPECIAL/COMBO,"10,97"
KATSU SANDO,ALL DAY,26/10/2021,1,"26,00","26,00",LANCHES,"5,5"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,06/11/2021,4,"20,00","80,00",PARA COMPARTILHAR,"4,11"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,28/05/2021,3,"28,00","84,00",PARA COMPARTILHAR,"6,67"
DANGO,SOBREMESA,02/07/2022,13,"9,00","117,00",SOBREMESA,"1,56"
COGUMELOS DONBURI,ALMOCO,12/02/2022,1,"32,00","32,00",DONBURI,"5,26"
FRANGO TERIYAKI BENTO,ALMOCO,09/07/2021,2,"28,00","56,00",BENTO,"6,8"
TONKATSU BENTO,ALMOCO,16/07/2021,1,"28,00","28,00",BENTO,"5,53"
KATSU SANDO,ALL DAY,13/05/2022,1,"30,00","30,00",LANCHES,"5,5"
TAMAGO SANDO,ALL DAY,24/02/2022,1,"20,00","20,00",LANCHES,"4,96"
PAO COM REQUEIJAO,ALL DAY,02/04/2023,3,"12,00","36,00",LANCHES,"4,01"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,27/01/2022,5,"12,00","60,00",SOBREMESA,"2,17"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,11/03/2022,2,"30,00","60,00",PARA COMPARTILHAR,"6,51"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,30/06/2022,3,"33,00","99,00",PARA COMPARTILHAR,"5,47"
TONKATSU BENTO,ALMOCO,02/04/2022,1,"30,00","30,00",BENTO,"5,53"
TOAST AVOCADO,ALL DAY,04/12/2021,1,"19,00","19,00",LANCHES,"6,33"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,11/05/2023,1,"34,00","34,00",PARA COMPARTILHAR,"6,51"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,28/03/2023,1,"32,00","32,00",ESPECIAL/COMBO,"9,68"
TONKATSU BENTO,ALMOCO,20/08/2021,2,"28,00","56,00",BENTO,"5,53"
PEPINO EXTRA,ADICIONAIS,01/12/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,01/11/2022,5,"34,00","170,00",PARA COMPARTILHAR,"6,67"
OVO COZIDO EXTRA,ALMOCO,28/09/2022,3,"4,00","12,00",ADICIONAIS,"0,55"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,03/02/2022,1,"28,00","28,00",PARA COMPARTILHAR,"7,31"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,24/08/2022,3,"34,00","102,00",PARA COMPARTILHAR,"6,51"
WANPAKU SANDO,ALL DAY,10/07/2021,2,"22,00","44,00",LANCHES,"6,87"
DANGO,SOBREMESA,08/05/2022,3,"9,00","27,00",SOBREMESA,"1,56"
CHICKEN KATSU DONBURI,ALMOCO,19/03/2022,3,"32,00","96,00",DONBURI,"5,24"
MOTI BRANCO COM UVA,SOBREMESA,12/06/2022,2,"15,00","30,00",SOBREMESA,"6,06"
KATSU SANDO,ALL DAY,12/08/2022,8,"30,00","240,00",LANCHES,"5,5"
COMBO SANDO FRITAS CHA,ALL DAY,02/02/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
DONBURI IFOOD,ALMOCO,26/04/2022,2,"34,00","68,00",DONBURI,"6,2"
CREPE JOHN LEMON,SOBREMESA,17/03/2022,2,"17,00","34,00",SOBREMESA,"4,87"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,03/05/2022,1,"28,00","28,00",PARA COMPARTILHAR,"7,49"
GELATINA DE CAFE,SOBREMESA,03/12/2021,1,"16,00","16,00",SOBREMESA,"3,08"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,08/01/2022,10,"28,00","280,00",PARA COMPARTILHAR,"7,31"
GOHAN EXTRA,ALMOCO,15/07/2021,3,"5,00","15,00",ADICIONAIS,"0,8"
VEG BURGUER DONBURI,ALMOCO,16/06/2021,1,"28,00","28,00",DONBURI,"5,03"
PAO COM REQUEIJAO,ALL DAY,26/03/2023,1,"12,00","12,00",LANCHES,"4,01"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,10/06/2021,1,"23,00","23,00",PARA COMPARTILHAR,"7,49"
BENTO CLASSICO,ALMOCO,27/10/2021,1,"28,00","28,00",BENTO,"6,03"
TONKATSU BENTO,ALMOCO,29/01/2023,2,"32,00","64,00",BENTO,"5,53"
PAO COM REQUEIJAO,ALL DAY,12/05/2021,2,"7,00","14,00",LANCHES,"4,01"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,06/07/2022,4,"32,00","128,00",PARA COMPARTILHAR,"7,31"
KATSU SANDO,ALL DAY,20/10/2021,4,"26,00","104,00",LANCHES,"5,5"
BURGUER DONBURI,ALMOCO,04/06/2022,6,"32,00","192,00",DONBURI,"8,84"
KATSU SANDO,ALL DAY,18/02/2022,1,"28,00","28,00",LANCHES,"5,5"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,09/10/2021,2,"26,00","52,00",PARA COMPARTILHAR,"5,58"
GELATINA DE CAFE,SOBREMESA,13/01/2023,10,"16,00","160,00",SOBREMESA,"3,08"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,12/04/2023,4,"34,00","136,00",PARA COMPARTILHAR,"6,67"
PAO COM REQUEIJAO,ALL DAY,02/06/2021,1,"7,00","7,00",LANCHES,"4,01"
TOAST AVOCADO,ALL DAY,27/06/2021,1,"19,00","19,00",LANCHES,"6,33"
TOAST TERIYAKI,ALL DAY,15/07/2022,1,"19,00","19,00",LANCHES,"3,44"
QUEIJO QUENTE,ALL DAY,14/04/2023,2,"20,00","40,00",LANCHES,"4,05"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,08/10/2022,1,"32,00","32,00",ESPECIAL/COMBO,"9,68"
KATSU SANDO,ALL DAY,29/04/2021,2,"26,00","52,00",LANCHES,"5,5"
TOAST COGUMELOS,ALL DAY,19/12/2022,1,"19,00","19,00",LANCHES,"2,71"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,28/09/2021,5,"25,80","129,00",PARA COMPARTILHAR,"5,58"
COMBO SANDO FRITAS CHA,ALL DAY,20/07/2022,4,"28,00","112,00",ESPECIAL/COMBO,"10,97"
GOHAN EXTRA,ALMOCO,03/04/2022,5,"5,00","25,00",ADICIONAIS,"0,8"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,06/05/2022,9,"33,00","297,00",PARA COMPARTILHAR,"5,47"
TOAST COGUMELOS,ALL DAY,30/05/2021,1,"19,00","19,00",LANCHES,"2,71"
QUEIJO QUENTE,ALL DAY,26/02/2023,1,"20,00","20,00",LANCHES,"4,05"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,27/08/2021,1,"15,00","15,00",PARA COMPARTILHAR,"3,31"
VEGGIE SANDO,ALL DAY,21/09/2022,2,"30,00","60,00",LANCHES,"6,21"
BURGUER DONBURI,ALMOCO,20/02/2021,9,"28,00","252,00",DONBURI,"8,84"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,17/04/2022,2,"32,00","64,00",PARA COMPARTILHAR,"6,67"
QUEIJO QUENTE,ALL DAY,10/06/2022,2,"16,00","32,00",LANCHES,"4,05"
DANGO,SOBREMESA,30/04/2023,13,"9,00","117,00",SOBREMESA,"1,56"
SALADA DE VERAO HARUSSAME,SALADAS,07/10/2022,1,"34,00","34,00",SALADAS,"8,23"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,24/10/2021,2,"15,00","30,00",PARA COMPARTILHAR,"4,11"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,04/08/2022,1,"20,00","20,00",PARA COMPARTILHAR,"4,11"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,23/09/2022,1,"32,00","32,00",PARA COMPARTILHAR,"5,65"
KOROKKE TERIYAKI,PARA COMPARTILHAR,01/03/2023,2,"33,00","66,00",PARA COMPARTILHAR,"3,49"
CHICKENKATSU BENTO,ALMOCO,11/01/2022,2,"30,00","60,00",BENTO,"5,24"
PAO COM REQUEIJAO,ALL DAY,06/04/2021,1,"7,00","7,00",LANCHES,"4,01"
VEG BURGUER DONBURI,ALMOCO,22/07/2021,3,"28,00","84,00",DONBURI,"5,03"
DANGO,SOBREMESA,29/10/2022,1,"9,00","9,00",SOBREMESA,"1,56"
KATSU DONBURI,ALMOCO,10/05/2022,2,"32,00","64,00",DONBURI,"5,53"
TAMAGO SANDO,ALL DAY,20/01/2022,1,"20,00","20,00",LANCHES,"4,96"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,12/11/2021,8,"28,00","224,00",PARA COMPARTILHAR,"7,31"
KOROKKE TERIYAKI,PARA COMPARTILHAR,07/02/2023,6,"33,00","198,00",PARA COMPARTILHAR,"3,49"
VEGGIE SANDO,ALL DAY,26/02/2022,1,"25,00","25,00",LANCHES,"6,21"
KATSU DONBURI,ALMOCO,02/02/2023,5,"34,00","170,00",DONBURI,"5,53"
FRANGO TERIYAKI DONBURI,ALMOCO,13/07/2021,1,"28,00","28,00",DONBURI,"6,08"
VEG BURGUER DONBURI,ALMOCO,16/09/2022,2,"34,00","68,00",DONBURI,"5,03"
MOTI BRANCO COM UVA,SOBREMESA,20/04/2022,4,"15,00","60,00",SOBREMESA,"6,06"
COMBO SANDO FRITAS CHA,ALL DAY,22/08/2021,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
PEPINO EXTRA,ADICIONAIS,11/02/2023,1,"1,00","1,00",ADICIONAIS,"0,3"
CHICKENKATSU SANDO,ALL DAY,08/08/2021,3,"24,00","72,00",LANCHES,"5,29"
WANPAKU SANDO,ALL DAY,17/07/2022,1,"28,00","28,00",LANCHES,"6,87"
BODOCAKE,SOBREMESA,22/04/2023,6,"32,00","192,00",SOBREMESA,"5,96"
BURGUER DONBURI,ALMOCO,04/03/2023,6,"34,00","204,00",DONBURI,"8,84"
BURGUER BENTO,ALMOCO,20/07/2021,1,"28,00","28,00",BENTO,"8,84"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,21/08/2021,19,"25,00","475,00",PARA COMPARTILHAR,"7,31"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,06/02/2022,3,"20,00","60,00",PARA COMPARTILHAR,"4,11"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,19/02/2023,6,"12,00","72,00",SOBREMESA,"2,17"
CREPE RED7,SOBREMESA,12/02/2023,5,"26,00","130,00",SOBREMESA,"7,94"
GOHAN EXTRA,ALMOCO,11/04/2023,1,"5,00","5,00",ADICIONAIS,"0,8"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,16/01/2022,3,"20,00","60,00",PARA COMPARTILHAR,"3,31"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,16/04/2022,12,"32,00","384,00",PARA COMPARTILHAR,"6,91"
PEPINO EXTRA,ADICIONAIS,15/10/2021,1,"1,00","1,00",ADICIONAIS,"0,3"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,03/03/2021,1,"28,00","28,00",PARA COMPARTILHAR,"6,67"
CHICKEN KATSU DONBURI,ALMOCO,22/04/2023,13,"34,00","442,00",DONBURI,"5,24"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,22/06/2022,2,"34,00","68,00",PARA COMPARTILHAR,"6,67"
MOTI BRANCO COM UVA,SOBREMESA,04/09/2022,1,"15,00","15,00",SOBREMESA,"6,06"
CREPE RED7,SOBREMESA,20/11/2022,1,"26,00","26,00",SOBREMESA,"7,94"
PAO COM REQUEIJAO,ALL DAY,05/03/2021,1,"7,00","7,00",LANCHES,"4,01"
CHICKENKATSU BENTO,ALMOCO,25/03/2022,2,"30,00","60,00",BENTO,"5,24"
TOAST COGUMELOS,ALL DAY,09/12/2022,2,"19,00","38,00",LANCHES,"2,71"
SHOYU LAMEN,ALMOCO,03/11/2022,9,"44,00","396,00",LAMEN,"6,18"
CHICKEN KATSU DONBURI,ALMOCO,21/09/2022,4,"34,00","136,00",DONBURI,"5,24"
TAMAGO SANDO,ALL DAY,09/04/2023,1,"22,00","22,00",LANCHES,"4,96"
VEG BURGUER KARE,ALMOCO,01/04/2023,2,"32,00","64,00",KARE,"4,48"
TONKATSU BENTO,ALMOCO,01/05/2023,3,"32,00","96,00",BENTO,"5,53"
MISTO QUENTE,ALL DAY,01/05/2021,3,"13,00","39,00",LANCHES,"6,29"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,29/01/2023,2,"34,00","68,00",PARA COMPARTILHAR,"6,91"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,08/07/2021,2,"28,00","56,00",PARA COMPARTILHAR,"5,47"
KATSU SANDO,ALL DAY,15/06/2022,2,"30,00","60,00",LANCHES,"5,5"
BAURU,ALL DAY,11/09/2022,1,"22,00","22,00",LANCHES,"6,98"
CHICKENKATSU SANDO,ALL DAY,03/09/2021,4,"24,00","96,00",LANCHES,"5,29"
GOHAN EXTRA,ALMOCO,23/01/2021,11,"5,00","55,00",ADICIONAIS,"0,8"
COMBO SANDO FRITAS CHA,ALL DAY,26/08/2022,1,"28,00","28,00",ESPECIAL/COMBO,"10,97"
BAURU,ALL DAY,29/03/2023,1,"22,00","22,00",LANCHES,"6,98"
KARAAGUE BENTO,ALMOCO,15/07/2022,2,"30,00","60,00",BENTO,"6,54"
VEGAN DONBURI,ALMOCO,01/04/2022,3,"32,00","96,00",DONBURI,"6,02"
TONKATSU BENTO,ALMOCO,28/01/2022,2,"30,00","60,00",BENTO,"5,53"
TOAST AVOCADO,ALL DAY,01/11/2022,1,"19,00","19,00",LANCHES,"6,33"
SALADA DE FOLHAS REFRESCANTES,SALADAS,19/04/2023,2,"25,00","50,00",SALADAS,"4,25"
CREPE JOHN LEMON,SOBREMESA,27/11/2022,7,"20,00","140,00",SOBREMESA,"4,87"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,25/10/2022,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
MAIONESE GOSHUJANG,ALMOCO,13/11/2022,2,"5,00","10,00",ADICIONAIS,"1,2"
TAMAGO SANDO,ALL DAY,03/06/2022,2,"20,00","40,00",LANCHES,"4,96"
TONKATSU BENTO,ALMOCO,18/08/2022,3,"30,00","90,00",BENTO,"5,53"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,10/05/2022,1,"10,00","10,00",ESPECIAL/COMBO,"4,82"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,27/05/2021,1,"28,00","28,00",PARA COMPARTILHAR,"6,67"
KARAAGUE KARE,ALMOCO,19/02/2023,2,"32,00","64,00",KARE,"4,97"
MISTO QUENTE,ALL DAY,31/08/2022,3,"16,00","48,00",LANCHES,"6,29"
TEMPURA,PARA COMPARTILHAR,01/05/2023,3,"30,00","90,00",PARA COMPARTILHAR,"5,79"
GOHAN EXTRA,ALMOCO,28/04/2023,1,"5,00","5,00",ADICIONAIS,"0,8"
TOAST AVOCADO,ALL DAY,10/02/2023,1,"19,00","19,00",LANCHES,"6,33"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,11/10/2022,7,"34,00","238,00",PARA COMPARTILHAR,"6,51"
TEMPURA,PARA COMPARTILHAR,16/10/2022,3,"24,00","72,00",PARA COMPARTILHAR,"5,79"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,27/02/2021,1,"12,00","12,00",SOBREMESA,"2,17"
CREPE JOHN LEMON,SOBREMESA,26/05/2022,1,"17,00","17,00",SOBREMESA,"4,87"
SHOYU LAMEN,ALMOCO,04/12/2022,8,"44,00","352,00",LAMEN,"6,18"
PANNACOTA DE MATCHA,SOBREMESA,29/03/2022,2,"14,00","28,00",SOBREMESA,"0,99"
DANGO,SOBREMESA,05/04/2022,5,"9,00","45,00",SOBREMESA,"1,56"
BURGUER BENTO,ALMOCO,26/07/2022,2,"30,00","60,00",BENTO,"8,84"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,07/08/2021,5,"26,00","130,00",PARA COMPARTILHAR,"5,58"
CHICKENKATSU SANDO,ALL DAY,20/06/2021,5,"24,00","120,00",LANCHES,"5,29"
KARAAGUE KARE,ALMOCO,01/03/2023,1,"32,00","32,00",KARE,"4,97"
GOHAN EXTRA,ALMOCO,04/06/2022,4,"5,00","20,00",ADICIONAIS,"0,8"
KATSU DONBURI,ALMOCO,03/08/2021,1,"28,00","28,00",DONBURI,"5,53"
CHICKENKATSU BENTO,ALMOCO,26/02/2023,1,"32,00","32,00",BENTO,"5,24"
MISTO QUENTE,ALL DAY,18/06/2022,3,"16,00","48,00",LANCHES,"6,29"
KARAAGUE KARE,ALMOCO,24/07/2021,2,"32,00","64,00",KARE,"4,97"
CHICKENKATSU SANDO,ALL DAY,27/02/2021,1,"24,00","24,00",LANCHES,"5,29"
BURGUER DONBURI,ALMOCO,29/01/2022,3,"32,00","96,00",DONBURI,"8,84"
COMBO SANDO FRITAS CHA,ALL DAY,24/11/2021,2,"28,00","56,00",ESPECIAL/COMBO,"10,97"
TACO VEGETAIS,PARA COMPARTILHAR,16/06/2022,1,"21,00","21,00",PARA COMPARTILHAR,"2,8"
KATSU DONBURI,ALMOCO,05/10/2021,1,"30,00","30,00",DONBURI,"5,53"
FRANGO TERIYAKI DONBURI,ALMOCO,23/10/2022,4,"34,00","136,00",DONBURI,"6,08"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,27/07/2021,6,"25,00","150,00",PARA COMPARTILHAR,"7,31"
FRANGO TERIYAKI BENTO,ALMOCO,15/05/2022,2,"30,00","60,00",BENTO,"6,8"
COMBO MINIBURG FRITAS CHA,ALL DAY,13/08/2022,1,"30,00","30,00",ESPECIAL/COMBO,"10,68"
CHEESECAKE DE MANGA,SOBREMESA,03/02/2023,1,"16,00","16,00",SOBREMESA,"3,29"
FRANGO TERIYAKI DONBURI,ALMOCO,26/03/2022,9,"32,00","288,00",DONBURI,"6,08"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,07/05/2022,4,"12,00","48,00",SOBREMESA,"2,17"
CREPE RED7,SOBREMESA,16/10/2022,2,"26,00","52,00",SOBREMESA,"7,94"
TONKATSU KARE,ALMOCO,26/07/2022,2,"34,00","68,00",KARE,"4,44"
CREPE RED7,SOBREMESA,26/02/2023,6,"26,00","156,00",SOBREMESA,"7,94"
VEG BURGUER DONBURI,ALMOCO,04/04/2023,1,"34,00","34,00",DONBURI,"5,03"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,11/09/2022,1,"16,00","16,00",PARA COMPARTILHAR,"3,25"
VEG BURGUER BENTO,ALMOCO,18/12/2022,1,"32,00","32,00",BENTO,"5,03"
WANPAKU SANDO,ALL DAY,22/01/2021,1,"22,00","22,00",LANCHES,"6,87"
MAIONESE EXTRA,ALMOCO,05/05/2023,3,"5,00","15,00",ADICIONAIS,"0,48"
VEG BURGUER KARE,ALMOCO,16/06/2022,1,"32,00","32,00",KARE,"4,48"
FRANGO TERIYAKI BENTO,ALMOCO,17/10/2021,2,"28,00","56,00",BENTO,"6,8"
PAO COM REQUEIJAO,ALL DAY,08/11/2022,2,"12,00","24,00",LANCHES,"4,01"
FRANGO TERIYAKI DONBURI,ALMOCO,26/04/2023,4,"34,00","136,00",DONBURI,"6,08"
VEG BURGUER DONBURI,ALMOCO,04/03/2022,4,"32,00","128,00",DONBURI,"5,03"
FRANGO TERIYAKI DONBURI,ALMOCO,22/05/2022,10,"32,00","320,00",DONBURI,"6,08"
TONKATSU KARE,ALMOCO,12/10/2022,7,"34,00","238,00",KARE,"4,44"
CHICKEN KATSU DONBURI,ALMOCO,27/08/2022,3,"32,00","96,00",DONBURI,"5,24"
CREPE FLORESTA NEGRA,SOBREMESA,20/10/2021,2,"15,00","30,00",SOBREMESA,"4,71"
SHOYU LAMEN,ALMOCO,08/04/2023,4,"44,00","176,00",LAMEN,"6,18"
WANPAKU SANDO,ALL DAY,04/02/2023,1,"32,00","32,00",LANCHES,"6,87"
TOAST TERIYAKI,ALL DAY,15/01/2022,1,"19,00","19,00",LANCHES,"3,44"
VEG BURGUER DONBURI,ALMOCO,18/09/2021,5,"30,00","150,00",DONBURI,"5,03"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,09/05/2021,2,"25,00","50,00",PARA COMPARTILHAR,"7,31"
COMBO BENTO CHA,ALL DAY,02/11/2021,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,19/03/2022,14,"32,00","448,00",PARA COMPARTILHAR,"6,67"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,16/04/2022,4,"30,00","120,00",PARA COMPARTILHAR,"5,65"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,26/02/2022,1,"30,00","30,00",PARA COMPARTILHAR,"5,65"
VEG BURGUER DONBURI,ALMOCO,28/02/2021,2,"28,00","56,00",DONBURI,"5,03"
SURPRESAS DO AMOR,SOBREMESA,27/03/2021,8,"18,00","144,00",SOBREMESA,"4,51"
GELATINA DE CAFE,SOBREMESA,01/10/2022,2,"16,00","32,00",SOBREMESA,"3,08"
FRANGO TERIYAKI BENTO,ALMOCO,31/07/2022,1,"30,00","30,00",BENTO,"6,8"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,11/11/2021,1,"28,00","28,00",PARA COMPARTILHAR,"7,49"
CHICKENKATSU SANDO,ALL DAY,16/04/2023,9,"32,00","288,00",LANCHES,"5,29"
TONKATSU KARE,ALMOCO,19/08/2021,1,"34,00","34,00",KARE,"4,44"
CHICKENKATSU SANDO,ALL DAY,20/04/2021,6,"24,00","144,00",LANCHES,"5,29"
DANGO,SOBREMESA,16/04/2023,3,"9,00","27,00",SOBREMESA,"1,56"
BAURU,ALL DAY,06/12/2022,2,"22,00","44,00",LANCHES,"6,98"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,07/06/2022,3,"20,00","60,00",PARA COMPARTILHAR,"3,31"
CHEESECAKE DE MANGA,SOBREMESA,09/10/2022,2,"16,00","32,00",SOBREMESA,"3,29"
JOGO AVULSO POCKET,ALMOCO,25/07/2021,1,"10,00","10,00",ESPECIAL/COMBO,"0,0"
BURGUER DONBURI,ALMOCO,30/09/2022,3,"34,00","102,00",DONBURI,"8,84"
KATSU SANDO,ALL DAY,27/01/2023,2,"32,00","64,00",LANCHES,"5,5"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,08/02/2022,5,"28,00","140,00",PARA COMPARTILHAR,"7,31"
WANPAKU SANDO,ALL DAY,17/12/2021,2,"26,00","52,00",LANCHES,"6,87"
TOAST AVOCADO,ALL DAY,21/05/2022,1,"19,00","19,00",LANCHES,"6,33"
FRANGO TERIYAKI BENTO,ALMOCO,12/03/2022,3,"30,00","90,00",BENTO,"6,8"
DANGO,SOBREMESA,11/11/2022,6,"9,00","54,00",SOBREMESA,"1,56"
DANGO,SOBREMESA,13/01/2023,32,"9,00","288,00",SOBREMESA,"1,56"
MISTO QUENTE,ALL DAY,20/02/2023,1,"20,00","20,00",LANCHES,"6,29"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,16/10/2022,2,"32,00","64,00",PARA COMPARTILHAR,"5,65"
CHICKEN KATSU DONBURI,ALMOCO,22/07/2022,5,"32,00","160,00",DONBURI,"5,24"
TOAST COGUMELOS,ALL DAY,11/09/2022,2,"19,00","38,00",LANCHES,"2,71"
KATSU SANDO,ALL DAY,21/07/2022,1,"30,00","30,00",LANCHES,"5,5"
DANGO,SOBREMESA,19/10/2022,4,"9,00","36,00",SOBREMESA,"1,56"
